text,label,length,has_url,has_money,all_caps_ratio,exclamation_count
Can we reschedule our client presentation meeting to Friday?,0,60,0,0,0.03333333333333333,0
Congratulations! You've been selected for a special offer. Click claim-prize-here.org ACT NOW!!!,1,96,0,0,0.09375,4
"Hi Mike, I'll be out of office next Wednesday. Emily will cover for me.",0,71,0,0,0.07042253521126761,0
"Hi Mike, can you send me the spreadsheet by end of day?",0,55,0,0,0.03636363636363636,0
You are a WINNER! Click verify-account-now.net to claim your cash prize!,1,72,0,1,0.1111111111111111,2
Team update: The website redesign deadline has been moved to next Monday.,0,73,0,0,0.0410958904109589,0
Team update: The website redesign deadline has been moved to next Thursday.,0,75,0,0,0.04,0
"Hi Sarah, I've shared the report with you. Let me know if you have questions.",0,77,0,0,0.05194805194805195,0
"Hi Tom, thanks for your help with the client presentation. Much appreciated!",0,76,0,0,0.039473684210526314,1
YOUR GMAIL ACCOUNT HAS BEEN COMPROMISED. RESET PASSWORD AT URGENT-ACTION.BIZ ACT NOW!!!,1,87,0,0,0.8045977011494253,3
"Hi Emily, let's schedule a meeting to discuss the website redesign project.",0,75,0,0,0.02666666666666667,0
YOUR ACCOUNT HAS BEEN LOCKED. UNLOCK IT AT CLAIM-PRIZE-HERE.ORG IMMEDIATELY!,1,76,0,0,0.8157894736842105,1
"Hi team, please complete the Q4 report survey by Thursday.",0,58,0,0,0.05172413793103448,0
Your Amazon subscription is expiring. Renew at suspicious-link.com ACT NOW!!!,1,77,1,0,0.11688311688311688,3
"Hi Tom, I've shared the spreadsheet with you. Let me know if you have questions.",0,80,0,0,0.05,0
"Hi John, let's catch up about website redesign over coffee this Thursday.",0,73,0,0,0.0410958904109589,0
"Hi team, great work on the marketing campaign presentation!",0,59,0,0,0.01694915254237288,1
Your account has been locked. Unlock it at suspicious-link.com immediately! ACT NOW!!!,1,86,1,0,0.09302325581395349,4
YOUR PACKAGE IS WAITING! TRACK IT HERE: SUSPICIOUS-LINK.COM ACT NOW!!!,1,70,1,0,0.7714285714285715,4
Meeting reminder: marketing campaign discussion tomorrow at 10am.,0,65,0,0,0.015384615384615385,0
Can we reschedule our website redesign meeting to Friday?,0,57,0,0,0.03508771929824561,0
"Hi David, please review the attached spreadsheet when you get a chance.",0,71,0,0,0.028169014084507043,0
Your PayPal subscription is expiring. Renew at claim-prize-here.org,1,67,0,0,0.05970149253731343,0
"Hi David, let's catch up about Q4 report over coffee this Friday.",0,65,0,0,0.06153846153846154,0
"Hi Mike, I've updated the proposal. Please review when convenient.",0,66,0,0,0.06060606060606061,0
Reminder: budget review status meeting on Friday at 2pm.,0,56,0,0,0.03571428571428571,0
"Hi Sarah, please review the attached report when you get a chance.",0,66,0,0,0.030303030303030304,0
CONGRATULATIONS! YOU'VE BEEN SELECTED FOR A SPECIAL OFFER. CLICK CLAIM-PRIZE-HERE.ORG,1,85,0,0,0.8235294117647058,1
Reminder: Submit your spreadsheet by Friday EOD.,0,48,0,0,0.125,0
Lose weight FAST with this ONE trick! Learn more: verify-account-now.net,1,72,0,0,0.125,1
"Great job on the Q4 report demo today, Sarah!",0,45,0,0,0.06666666666666667,1
BREAKING: YOU'VE INHERITED ₹100000! CLAIM AT SUSPICIOUS-LINK.COM,1,64,1,1,0.71875,1
FINAL NOTICE: Payment required immediately. Pay now at claim-prize-here.org ACT NOW!!!,1,86,0,0,0.22093023255813954,3
"Great job on the website redesign demo today, Emily!",0,52,0,0,0.038461538461538464,1
"Hi Lisa, thanks for your help with the Q4 report. Much appreciated!",0,67,0,0,0.05970149253731343,1
Reminder: Submit your report by Wednesday EOD.,0,46,0,0,0.13043478260869565,0
YOUR TAX REFUND OF ₹100000 IS READY. CLAIM IT AT TINYURL.COM/ABC456,1,67,1,1,0.6567164179104478,0
Your tax refund of ₹1000 is ready. Claim it at claim-prize-here.org,1,67,0,1,0.029850746268656716,0
GET RICH QUICK! EARN ₹1000 FROM HOME. START NOW: URGENT-ACTION.BIZ ACT NOW!!!,1,77,0,1,0.6883116883116883,4
Your Bank account has been compromised. Reset password at claim-prize-here.org ACT NOW!!!,1,89,0,0,0.10112359550561797,3
URGENT ACTION REQUIRED: VERIFY YOUR IDENTITY AT VERIFY-ACCOUNT-NOW.NET WITHIN 24 HOURS ACT NOW!!!,1,97,0,0,0.7835051546391752,3
Meeting reminder: client presentation discussion tomorrow at 2pm.,0,65,0,0,0.015384615384615385,0
"Hi team, great work on the website redesign presentation!",0,57,0,0,0.017543859649122806,1
YOUR TAX REFUND OF ₹10000 IS READY. CLAIM IT AT SUSPICIOUS-LINK.COM ACT NOW!!!,1,78,1,1,0.6923076923076923,3
Your tax refund of ₹1000 is ready. Claim it at urgent-action.biz,1,64,0,1,0.03125,0
You have 30 unread messages. View them at bit.ly/xyz123,1,55,0,0,0.03636363636363636,0
"Hi Lisa, I've shared the invoice with you. Let me know if you have questions.",0,77,0,0,0.05194805194805195,0
Your account has been locked. Unlock it at suspicious-link.com immediately!,1,75,1,0,0.02666666666666667,1
"Hi Mike, please review the attached contract when you get a chance.",0,67,0,0,0.029850746268656716,0
Your account has been locked. Unlock it at urgent-action.biz immediately!,1,73,0,0,0.0273972602739726,1
"Hi John, can you send me the contract by end of day?",0,52,0,0,0.038461538461538464,0
Can we reschedule our Q4 report meeting to Friday?,0,50,0,0,0.06,0
Can we reschedule our marketing campaign meeting to Tuesday?,0,60,0,0,0.03333333333333333,0
ALERT: Suspicious activity detected. Secure your account at tinyurl.com/abc456 ACT NOW!!!,1,89,1,0,0.14606741573033707,3
"Hi Lisa, the budget review report looks good. Just a few minor edits needed.",0,76,0,0,0.039473684210526314,0
Limited time offer! Get cash for FREE! Visit urgent-action.biz,1,62,0,1,0.11290322580645161,2
URGENT: YOUR PAYMENT FAILED. UPDATE BILLING INFO AT URGENT-ACTION.BIZ ACT NOW!!!,1,80,0,0,0.7875,3
You have 5 unread messages. View them at verify-account-now.net,1,63,0,0,0.031746031746031744,0
"Hi David, the client presentation report looks good. Just a few minor edits needed.",0,83,0,0,0.03614457831325301,0
URGENT: YOUR ACCOUNT WILL BE SUSPENDED! CLICK HERE: VERIFY-ACCOUNT-NOW.NET TO VERIFY NOW!,1,89,0,0,0.797752808988764,2
YOUR AMAZON SUBSCRIPTION IS EXPIRING. RENEW AT TINYURL.COM/ABC456,1,65,1,0,0.8,0
ALERT: SUSPICIOUS ACTIVITY DETECTED. SECURE YOUR ACCOUNT AT URGENT-ACTION.BIZ ACT NOW!!!,1,88,0,0,0.8068181818181818,3
YOUR ACCOUNT HAS BEEN LOCKED. UNLOCK IT AT VERIFY-ACCOUNT-NOW.NET IMMEDIATELY!,1,78,0,0,0.8205128205128205,1
"Hi Sarah, can you send me the proposal by end of day?",0,53,0,0,0.03773584905660377,0
"Hi Mike, please review the attached proposal when you get a chance.",0,67,0,0,0.029850746268656716,0
YOUR TAX REFUND OF ₹50000 IS READY. CLAIM IT AT SUSPICIOUS-LINK.COM,1,67,1,1,0.7164179104477612,0
Reminder: Submit your contract by Thursday EOD.,0,47,0,0,0.1276595744680851,0
"Hi Tom, thanks for your help with the website redesign. Much appreciated!",0,73,0,0,0.0410958904109589,1
"Hi Emily, let's catch up about budget review over coffee this Wednesday.",0,72,0,0,0.041666666666666664,0
Reminder: Submit your contract by Tuesday EOD.,0,46,0,0,0.13043478260869565,0
Quick question about the budget review - do you have a moment to chat?,0,70,0,0,0.014285714285714285,0
Click here to unsubscribe: bit.ly/xyz123 (DO NOT IGNORE),1,56,0,0,0.21428571428571427,0
"Hi Sarah, the website redesign report looks good. Just a few minor edits needed.",0,80,0,0,0.0375,0
Congratulations! You've won ₹10000! Claim your prize at bit.ly/xyz123 ACT NOW!!!,1,80,0,1,0.1125,5
LOSE WEIGHT FAST WITH THIS ONE TRICK! LEARN MORE: URGENT-ACTION.BIZ,1,67,0,0,0.8059701492537313,1
Lose weight FAST with this ONE trick! Learn more: claim-prize-here.org ACT NOW!!!,1,81,0,0,0.18518518518518517,4
Your package is waiting! Track it here: claim-prize-here.org,1,60,0,0,0.03333333333333333,1
Lose weight FAST with this ONE trick! Learn more: bit.ly/xyz123,1,63,0,0,0.14285714285714285,1
Team lunch on Thursday at 4pm. Hope you can join!,0,49,0,0,0.061224489795918366,1
"Hi David, I've updated the contract. Please review when convenient.",0,67,0,0,0.05970149253731343,0
Team update: The Q4 report deadline has been moved to next Monday.,0,66,0,0,0.06060606060606061,0
Meeting reminder: budget review discussion tomorrow at 4pm.,0,59,0,0,0.01694915254237288,0
Congratulations! You've won ₹5000! Claim your prize at suspicious-link.com,1,74,1,1,0.04054054054054054,2
"Hi John, I'll be out of office next Wednesday. Lisa will cover for me.",0,70,0,0,0.07142857142857142,0
URGENT: YOUR PAYMENT FAILED. UPDATE BILLING INFO AT BIT.LY/XYZ123,1,65,0,0,0.7692307692307693,0
URGENT ACTION REQUIRED: Verify your identity at tinyurl.com/abc456 within 24 hours,1,82,1,0,0.25609756097560976,0
"Hi team, budget review kickoff meeting scheduled for Tuesday at 2pm.",0,68,0,0,0.029411764705882353,0
URGENT: Your payment failed. Update billing info at suspicious-link.com ACT NOW!!!,1,82,1,0,0.17073170731707318,3
BREAKING: You've inherited ₹50000! Claim at urgent-action.biz ACT NOW!!!,1,72,0,1,0.2222222222222222,4
You have 41 unread messages. View them at verify-account-now.net,1,64,0,0,0.03125,0
URGENT: Your account will be suspended! Click here: suspicious-link.com to verify now!,1,86,1,0,0.09302325581395349,2
Meeting reminder: marketing campaign discussion tomorrow at 3pm.,0,64,0,0,0.015625,0
Click here to unsubscribe: tinyurl.com/abc456 (DO NOT IGNORE),1,61,1,0,0.19672131147540983,0
Team lunch on Monday at 4pm. Hope you can join!,0,47,0,0,0.06382978723404255,1
Congratulations! You've won ₹100000! Claim your prize at urgent-action.biz,1,74,0,1,0.04054054054054054,2
You are a WINNER! Click tinyurl.com/abc456 to claim your million dollars! ACT NOW!!!,1,84,1,0,0.16666666666666666,5
Team lunch on Thursday at 4pm. Hope you can join!,0,49,0,0,0.061224489795918366,1
"Hi Tom, thanks for your help with the budget review. Much appreciated!",0,70,0,0,0.04285714285714286,1
"Great job on the marketing campaign demo today, John!",0,53,0,0,0.03773584905660377,1
Limited time offer! Get vacation for FREE! Visit tinyurl.com/abc456,1,67,1,0,0.1044776119402985,2
"Hi Sarah, thanks for your help with the budget review. Much appreciated!",0,72,0,0,0.041666666666666664,1
"Hi team, please complete the marketing campaign survey by Wednesday.",0,68,0,0,0.029411764705882353,0
"Hi Mike, I've shared the invoice with you. Let me know if you have questions.",0,77,0,0,0.05194805194805195,0
Congratulations! You've won ₹5000! Claim your prize at tinyurl.com/abc456 ACT NOW!!!,1,84,1,1,0.10714285714285714,5
"Hi John, I've shared the contract with you. Let me know if you have questions.",0,78,0,0,0.05128205128205128,0
Team lunch on Friday at 3pm. Hope you can join!,0,47,0,0,0.06382978723404255,1
Your account has been locked. Unlock it at urgent-action.biz immediately! ACT NOW!!!,1,84,0,0,0.09523809523809523,4
"Hi Emily, I've shared the invoice with you. Let me know if you have questions.",0,78,0,0,0.05128205128205128,0
Your package is waiting! Track it here: urgent-action.biz,1,57,0,0,0.03508771929824561,1
Team lunch on Friday at 11am. Hope you can join!,0,48,0,0,0.0625,1
Team update: The marketing campaign deadline has been moved to next Thursday.,0,77,0,0,0.03896103896103896,0
"Hi Lisa, the marketing campaign report looks good. Just a few minor edits needed.",0,81,0,0,0.037037037037037035,0
Reminder: client presentation status meeting on Tuesday at 2pm.,0,63,0,0,0.031746031746031744,0
Your Gmail subscription is expiring. Renew at urgent-action.biz,1,63,0,0,0.047619047619047616,0
"Hi team, please complete the budget review survey by Friday.",0,60,0,0,0.03333333333333333,0
You've been pre-approved for a ₹5000 loan! Apply: tinyurl.com/abc456,1,68,1,1,0.029411764705882353,1
URGENT: YOUR PAYMENT FAILED. UPDATE BILLING INFO AT TINYURL.COM/ABC456,1,70,1,0,0.7857142857142857,0
"Hi Lisa, can you send me the contract by end of day?",0,52,0,0,0.038461538461538464,0
LOSE WEIGHT FAST WITH THIS ONE TRICK! LEARN MORE: URGENT-ACTION.BIZ,1,67,0,0,0.8059701492537313,1
Your account has been locked. Unlock it at claim-prize-here.org immediately! ACT NOW!!!,1,87,0,0,0.09195402298850575,4
Limited time offer! Get gift card for FREE! Visit claim-prize-here.org ACT NOW!!!,1,81,0,0,0.16049382716049382,5
"Hi John, thanks for your help with the Q4 report. Much appreciated!",0,67,0,0,0.05970149253731343,1
Quick question about the budget review - do you have a moment to chat?,0,70,0,0,0.014285714285714285,0
Congratulations! You've been selected for a special offer. Click verify-account-now.net,1,87,0,0,0.034482758620689655,1
"Hi Sarah, let's catch up about budget review over coffee this Tuesday.",0,70,0,0,0.04285714285714286,0
Congratulations! You've won ₹50000! Claim your prize at claim-prize-here.org ACT NOW!!!,1,87,0,1,0.10344827586206896,5
Lose weight FAST with this ONE trick! Learn more: tinyurl.com/abc456 ACT NOW!!!,1,79,1,0,0.189873417721519,4
FINAL NOTICE: Payment required immediately. Pay now at urgent-action.biz ACT NOW!!!,1,83,0,0,0.2289156626506024,3
LOSE WEIGHT FAST WITH THIS ONE TRICK! LEARN MORE: BIT.LY/XYZ123 ACT NOW!!!,1,74,0,0,0.7162162162162162,4
Meeting reminder: budget review discussion tomorrow at 4pm.,0,59,0,0,0.01694915254237288,0
URGENT: Your payment failed. Update billing info at claim-prize-here.org,1,72,0,0,0.1111111111111111,0
"Hi Mike, can you send me the invoice by end of day?",0,51,0,0,0.0392156862745098,0
ALERT: Suspicious activity detected. Secure your account at urgent-action.biz ACT NOW!!!,1,88,0,0,0.14772727272727273,3
YOUR TAX REFUND OF ₹100000 IS READY. CLAIM IT AT VERIFY-ACCOUNT-NOW.NET,1,71,0,1,0.704225352112676,0
BREAKING: You've inherited ₹1000! Claim at verify-account-now.net,1,65,0,1,0.15384615384615385,1
Team update: The Q4 report deadline has been moved to next Monday.,0,66,0,0,0.06060606060606061,0
"Hi team, Q4 report kickoff meeting scheduled for Monday at 11am.",0,64,0,0,0.046875,0
"Hi David, can you send me the report by end of day?",0,51,0,0,0.0392156862745098,0
"Hi Lisa, I've shared the spreadsheet with you. Let me know if you have questions.",0,81,0,0,0.04938271604938271,0
"Hi Anna, I've shared the contract with you. Let me know if you have questions.",0,78,0,0,0.05128205128205128,0
URGENT: Your payment failed. Update billing info at tinyurl.com/abc456,1,70,1,0,0.11428571428571428,0
"Great job on the client presentation demo today, David!",0,55,0,0,0.03636363636363636,1
Limited time offer! Get cash for FREE! Visit claim-prize-here.org,1,65,0,1,0.1076923076923077,2
"Hi Emily, I've shared the spreadsheet with you. Let me know if you have questions.",0,82,0,0,0.04878048780487805,0
"Hi Tom, I've updated the contract. Please review when convenient.",0,65,0,0,0.06153846153846154,0
"Hi Emily, let's schedule a meeting to discuss the marketing campaign project.",0,77,0,0,0.025974025974025976,0
URGENT: Your account will be suspended! Click here: bit.ly/xyz123 to verify now!,1,80,0,0,0.1,2
Team lunch on Tuesday at 11am. Hope you can join!,0,49,0,0,0.061224489795918366,1
"Hi Lisa, I'll be out of office next Friday. Anna will cover for me.",0,67,0,0,0.07462686567164178,0
YOU'VE BEEN PRE-APPROVED FOR A ₹1000 LOAN! APPLY: CLAIM-PRIZE-HERE.ORG ACT NOW!!!,1,81,0,1,0.691358024691358,4
Team lunch on Thursday at 2pm. Hope you can join!,0,49,0,0,0.061224489795918366,1
"Hi Lisa, I've shared the invoice with you. Let me know if you have questions.",0,77,0,0,0.05194805194805195,0
"Hi Anna, the website redesign report looks good. Just a few minor edits needed.",0,79,0,0,0.0379746835443038,0
"Hi John, the Q4 report report looks good. Just a few minor edits needed.",0,72,0,0,0.05555555555555555,0
URGENT: Your payment failed. Update billing info at tinyurl.com/abc456 ACT NOW!!!,1,81,1,0,0.1728395061728395,3
"Hi Mike, let's catch up about Q4 report over coffee this Thursday.",0,66,0,0,0.06060606060606061,0
"Hi David, let's schedule a meeting to discuss the client presentation project.",0,78,0,0,0.02564102564102564,0
Meeting reminder: client presentation discussion tomorrow at 3pm.,0,65,0,0,0.015384615384615385,0
Quick question about the client presentation - do you have a moment to chat?,0,76,0,0,0.013157894736842105,0
Limited time offer! Get iPhone for FREE! Visit tinyurl.com/abc456 ACT NOW!!!,1,76,1,0,0.18421052631578946,5
YOU'VE BEEN PRE-APPROVED FOR A ₹10000 LOAN! APPLY: SUSPICIOUS-LINK.COM ACT NOW!!!,1,81,1,1,0.691358024691358,4
YOU'VE BEEN PRE-APPROVED FOR A ₹1000 LOAN! APPLY: VERIFY-ACCOUNT-NOW.NET ACT NOW!!!,1,83,0,1,0.6987951807228916,4
"Hi team, please complete the client presentation survey by Thursday.",0,68,0,0,0.029411764705882353,0
ALERT: SUSPICIOUS ACTIVITY DETECTED. SECURE YOUR ACCOUNT AT SUSPICIOUS-LINK.COM,1,79,1,0,0.8481012658227848,0
YOU ARE A WINNER! CLICK VERIFY-ACCOUNT-NOW.NET TO CLAIM YOUR CASH PRIZE!,1,72,0,1,0.7916666666666666,2
YOU HAVE 67 UNREAD MESSAGES. VIEW THEM AT VERIFY-ACCOUNT-NOW.NET,1,64,0,0,0.78125,0
YOUR TAX REFUND OF ₹5000 IS READY. CLAIM IT AT VERIFY-ACCOUNT-NOW.NET ACT NOW!!!,1,80,0,1,0.7,3
Team lunch on Thursday at 4pm. Hope you can join!,0,49,0,0,0.061224489795918366,1
Congratulations! You've been selected for a special offer. Click claim-prize-here.org,1,85,0,0,0.03529411764705882,1
BREAKING: You've inherited ₹10000! Claim at claim-prize-here.org,1,64,0,1,0.15625,1
You are a WINNER! Click claim-prize-here.org to claim your cash prize! ACT NOW!!!,1,81,0,1,0.1728395061728395,5
FINAL NOTICE: Payment required immediately. Pay now at claim-prize-here.org ACT NOW!!!,1,86,0,0,0.22093023255813954,3
"Hi team, website redesign kickoff meeting scheduled for Friday at 3pm.",0,70,0,0,0.02857142857142857,0
Your account has been locked. Unlock it at claim-prize-here.org immediately!,1,76,0,0,0.02631578947368421,1
BREAKING: You've inherited ₹10000! Claim at urgent-action.biz,1,61,0,1,0.16393442622950818,1
"Hi John, I've shared the spreadsheet with you. Let me know if you have questions.",0,81,0,0,0.04938271604938271,0
You are a WINNER! Click suspicious-link.com to claim your new car!,1,66,1,0,0.12121212121212122,2
YOUR BANK SUBSCRIPTION IS EXPIRING. RENEW AT VERIFY-ACCOUNT-NOW.NET ACT NOW!!!,1,78,0,0,0.7948717948717948,3
BREAKING: You've inherited ₹10000! Claim at tinyurl.com/abc456 ACT NOW!!!,1,73,1,1,0.2191780821917808,4
BREAKING: You've inherited ₹1000! Claim at tinyurl.com/abc456,1,61,1,1,0.16393442622950818,1
"Hi Tom, I'll be out of office next Tuesday. Anna will cover for me.",0,67,0,0,0.07462686567164178,0
Your account has been locked. Unlock it at bit.ly/xyz123 immediately!,1,69,0,0,0.028985507246376812,1
Congratulations! You've won ₹100000! Claim your prize at bit.ly/xyz123,1,70,0,1,0.04285714285714286,2
"Hi David, let's catch up about client presentation over coffee this Friday.",0,75,0,0,0.04,0
"Hi Anna, thanks for your help with the client presentation. Much appreciated!",0,77,0,0,0.03896103896103896,1
Team lunch on Thursday at 4pm. Hope you can join!,0,49,0,0,0.061224489795918366,1
BREAKING: You've inherited ₹10000! Claim at suspicious-link.com,1,63,1,1,0.15873015873015872,1
Congratulations! You've won ₹50000! Claim your prize at urgent-action.biz,1,73,0,1,0.0410958904109589,2
"Hi Anna, I've shared the report with you. Let me know if you have questions.",0,76,0,0,0.05263157894736842,0
LIMITED TIME OFFER! GET GIFT CARD FOR FREE! VISIT CLAIM-PRIZE-HERE.ORG ACT NOW!!!,1,81,0,0,0.7654320987654321,5
"Hi Lisa, I'll be out of office next Thursday. Mike will cover for me.",0,69,0,0,0.07246376811594203,0
Team lunch on Thursday at 11am. Hope you can join!,0,50,0,0,0.06,1
Congratulations! You've been selected for a special offer. Click urgent-action.biz ACT NOW!!!,1,93,0,0,0.0967741935483871,4
You are a WINNER! Click bit.ly/xyz123 to claim your cash prize!,1,63,0,1,0.12698412698412698,2
Can we reschedule our marketing campaign meeting to Friday?,0,59,0,0,0.03389830508474576,0
"Hi Anna, I've shared the report with you. Let me know if you have questions.",0,76,0,0,0.05263157894736842,0
BREAKING: YOU'VE INHERITED ₹10000! CLAIM AT CLAIM-PRIZE-HERE.ORG,1,64,0,1,0.71875,1
Congratulations! You've been selected for a special offer. Click urgent-action.biz ACT NOW!!!,1,93,0,0,0.0967741935483871,4
"Hi Sarah, let's schedule a meeting to discuss the budget review project.",0,72,0,0,0.027777777777777776,0
You have 8 unread messages. View them at tinyurl.com/abc456 ACT NOW!!!,1,70,1,0,0.11428571428571428,3
"Hi Sarah, I've updated the report. Please review when convenient.",0,65,0,0,0.06153846153846154,0
Meeting reminder: marketing campaign discussion tomorrow at 11am.,0,65,0,0,0.015384615384615385,0
BREAKING: You've inherited ₹10000! Claim at urgent-action.biz ACT NOW!!!,1,72,0,1,0.2222222222222222,4
Congratulations! You've won ₹10000! Claim your prize at suspicious-link.com ACT NOW!!!,1,86,1,1,0.10465116279069768,5
YOUR GMAIL ACCOUNT HAS BEEN COMPROMISED. RESET PASSWORD AT URGENT-ACTION.BIZ,1,76,0,0,0.8421052631578947,0
YOUR PACKAGE IS WAITING! TRACK IT HERE: BIT.LY/XYZ123,1,53,0,0,0.7358490566037735,1
Limited time offer! Get vacation for FREE! Visit urgent-action.biz,1,66,0,0,0.10606060606060606,2
"Hi Anna, let's catch up about budget review over coffee this Monday.",0,68,0,0,0.04411764705882353,0
"Hi Tom, let's schedule a meeting to discuss the Q4 report project.",0,66,0,0,0.045454545454545456,0
ALERT: SUSPICIOUS ACTIVITY DETECTED. SECURE YOUR ACCOUNT AT VERIFY-ACCOUNT-NOW.NET,1,82,0,0,0.8414634146341463,0
URGENT ACTION REQUIRED: Verify your identity at tinyurl.com/abc456 within 24 hours,1,82,1,0,0.25609756097560976,0
YOUR TAX REFUND OF ₹50000 IS READY. CLAIM IT AT BIT.LY/XYZ123,1,61,0,1,0.639344262295082,0
"Great job on the client presentation demo today, Tom!",0,53,0,0,0.03773584905660377,1
URGENT: YOUR ACCOUNT WILL BE SUSPENDED! CLICK HERE: BIT.LY/XYZ123 TO VERIFY NOW!,1,80,0,0,0.75,2
YOU'VE BEEN PRE-APPROVED FOR A ₹100000 LOAN! APPLY: TINYURL.COM/ABC456,1,70,1,1,0.6571428571428571,1
YOUR ACCOUNT HAS BEEN LOCKED. UNLOCK IT AT BIT.LY/XYZ123 IMMEDIATELY! ACT NOW!!!,1,80,0,0,0.7375,4
"Hi Mike, I'll be out of office next Thursday. Sarah will cover for me.",0,70,0,0,0.07142857142857142,0
"Hi Emily, please review the attached invoice when you get a chance.",0,67,0,0,0.029850746268656716,0
Team lunch on Wednesday at 10am. Hope you can join!,0,51,0,0,0.058823529411764705,1
Reminder: website redesign status meeting on Friday at 2pm.,0,59,0,0,0.03389830508474576,0
Congratulations! You've been selected for a special offer. Click claim-prize-here.org ACT NOW!!!,1,96,0,0,0.09375,4
FINAL NOTICE: Payment required immediately. Pay now at bit.ly/xyz123,1,68,0,0,0.19117647058823528,0
LIMITED TIME OFFER! GET CASH FOR FREE! VISIT TINYURL.COM/ABC456 ACT NOW!!!,1,74,1,1,0.7297297297297297,5
"Hi Mike, I've updated the spreadsheet. Please review when convenient.",0,69,0,0,0.057971014492753624,0
URGENT: Your account will be suspended! Click here: claim-prize-here.org to verify now!,1,87,0,0,0.09195402298850575,2
"Hi Emily, I'll be out of office next Monday. David will cover for me.",0,69,0,0,0.07246376811594203,0
YOUR TAX REFUND OF ₹5000 IS READY. CLAIM IT AT TINYURL.COM/ABC456 ACT NOW!!!,1,76,1,1,0.6578947368421053,3
Congratulations! You've won ₹1000! Claim your prize at bit.ly/xyz123 ACT NOW!!!,1,79,0,1,0.11392405063291139,5
"Hi Lisa, I'll be out of office next Tuesday. Tom will cover for me.",0,67,0,0,0.07462686567164178,0
CONGRATULATIONS! YOU'VE BEEN SELECTED FOR A SPECIAL OFFER. CLICK BIT.LY/XYZ123,1,78,0,0,0.782051282051282,1
"Hi team, please complete the client presentation survey by Tuesday.",0,67,0,0,0.029850746268656716,0
LIMITED TIME OFFER! GET GIFT CARD FOR FREE! VISIT VERIFY-ACCOUNT-NOW.NET,1,72,0,0,0.8055555555555556,2
Reminder: budget review status meeting on Thursday at 2pm.,0,58,0,0,0.034482758620689655,0
Congratulations! You've been selected for a special offer. Click suspicious-link.com,1,84,1,0,0.03571428571428571,1
"Hi team, please complete the client presentation survey by Thursday.",0,68,0,0,0.029411764705882353,0
"Hi team, please complete the marketing campaign survey by Friday.",0,65,0,0,0.03076923076923077,0
"Hi team, Q4 report kickoff meeting scheduled for Thursday at 4pm.",0,65,0,0,0.046153846153846156,0
"Hi team, please complete the Q4 report survey by Thursday.",0,58,0,0,0.05172413793103448,0
Reminder: Submit your proposal by Wednesday EOD.,0,48,0,0,0.125,0
"Hi John, please review the attached proposal when you get a chance.",0,67,0,0,0.029850746268656716,0
"Hi Anna, I'll be out of office next Wednesday. Mike will cover for me.",0,70,0,0,0.07142857142857142,0
"Hi Tom, please review the attached spreadsheet when you get a chance.",0,69,0,0,0.028985507246376812,0
Your account has been locked. Unlock it at claim-prize-here.org immediately! ACT NOW!!!,1,87,0,0,0.09195402298850575,4
Congratulations! You've won ₹50000! Claim your prize at bit.ly/xyz123 ACT NOW!!!,1,80,0,1,0.1125,5
Reminder: Submit your proposal by Friday EOD.,0,45,0,0,0.13333333333333333,0
Click here to unsubscribe: urgent-action.biz (DO NOT IGNORE),1,60,0,0,0.2,0
"Hi Lisa, please review the attached invoice when you get a chance.",0,66,0,0,0.030303030303030304,0
"Great job on the client presentation demo today, David!",0,55,0,0,0.03636363636363636,1
FINAL NOTICE: PAYMENT REQUIRED IMMEDIATELY. PAY NOW AT BIT.LY/XYZ123 ACT NOW!!!,1,79,0,0,0.7468354430379747,3
"Great job on the client presentation demo today, Mike!",0,54,0,0,0.037037037037037035,1
"Great job on the budget review demo today, Lisa!",0,48,0,0,0.041666666666666664,1
"Hi Emily, let's schedule a meeting to discuss the budget review project.",0,72,0,0,0.027777777777777776,0
CLICK HERE TO UNSUBSCRIBE: URGENT-ACTION.BIZ (DO NOT IGNORE),1,60,0,0,0.8,0
Reminder: marketing campaign status meeting on Monday at 2pm.,0,61,0,0,0.03278688524590164,0
ALERT: Suspicious activity detected. Secure your account at verify-account-now.net,1,82,0,0,0.08536585365853659,0
"Hi Emily, can you send me the contract by end of day?",0,53,0,0,0.03773584905660377,0
Your package is waiting! Track it here: suspicious-link.com ACT NOW!!!,1,70,1,0,0.11428571428571428,4
Lose weight FAST with this ONE trick! Learn more: claim-prize-here.org,1,70,0,0,0.12857142857142856,1
Get rich quick! Earn ₹1000 from home. Start now: tinyurl.com/abc456,1,67,1,1,0.04477611940298507,1
"Hi team, Q4 report kickoff meeting scheduled for Monday at 2pm.",0,63,0,0,0.047619047619047616,0
"Hi John, I've shared the proposal with you. Let me know if you have questions.",0,78,0,0,0.05128205128205128,0
Team lunch on Tuesday at 3pm. Hope you can join!,0,48,0,0,0.0625,1
"Hi Sarah, let's schedule a meeting to discuss the Q4 report project.",0,68,0,0,0.04411764705882353,0
Get rich quick! Earn ₹100000 from home. Start now: claim-prize-here.org,1,71,0,1,0.04225352112676056,1
You have 62 unread messages. View them at bit.ly/xyz123 ACT NOW!!!,1,66,0,0,0.12121212121212122,3
BREAKING: You've inherited ₹10000! Claim at verify-account-now.net,1,66,0,1,0.15151515151515152,1
Quick question about the client presentation - do you have a moment to chat?,0,76,0,0,0.013157894736842105,0
